car_park_no,x_coord,y_coord,xy_coord,LatLng,Latitude,Longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
TW3,19229.041,40255.5469,"19229.041, 40255.5469","1.3803235472635096,103.75450502150117",1.3803235472635096,103.75450502150117,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TW4,19072.5156,40448.2227,"19072.5156, 40448.2227","1.382065980942951,103.75309846742927",1.382065980942951,103.75309846742927,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
TY1,21441.5507,35689.479,"21441.5507, 35689.479","1.3390304528424897,103.77438705180039",1.3390304528424897,103.77438705180039,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.9,N
TY2,21359.8594,35627.5039,"21359.8594, 35627.5039","1.3384699571070946,103.77365302120513",1.3384699571070946,103.77365302120513,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.5,N
TY3T,21219.4283,35808.8247,"21219.4283, 35808.8246999999","1.3401097181794217,103.77239112537767",1.3401097181794217,103.77239112537767,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
TY4,21172.689,35626.0278,"21172.689, 35626.0278","1.3384565660881464,103.77197118635459",1.3384565660881464,103.77197118635459,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,2.5,N
T1,40645.1002,36633.3607,"40645.1002, 36633.3607","1.347564590598727,103.94694258651029",1.347564590598727,103.94694258651029,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T11,40241.5939,36993.2916,"40241.5939, 36993.2916","1.3508198237195916,103.94331698480971",1.3508198237195916,103.94331698480971,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
T12,40513.9859,37022.0319,"40513.9859, 37022.0319","1.3510796263232703,103.94576460674183",1.3510796263232703,103.94576460674183,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
T13,40511.1172,36794.0234,"40511.1172, 36794.0234","1.3490176134690037,103.9457387350031",1.3490176134690037,103.9457387350031,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T15,41292.6602,37256.6602,"41292.6602, 37256.6602","1.3532011705684848,103.95276157848024",1.3532011705684848,103.95276157848024,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
T16,41242.6367,37183.9531,"41242.6367, 37183.9531","1.352543660187812,103.95231205416363",1.352543660187812,103.95231205416363,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
T17,41349.1055,37121.3281,"41349.1055, 37121.3281","1.351977258508052,103.95326871454158",1.351977258508052,103.95326871454158,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
T18,41423.7376,37254.2715,"41423.7376, 37254.2715","1.353179509526338,103.95393938940998",1.353179509526338,103.95393938940998,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
T19,41357.6797,37403.3437,"41357.6797, 37403.3437","1.3545276857257167,103.95334588437944",1.3545276857257167,103.95334588437944,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T20,40691.5398,37589.1246,"40691.5398, 37589.1246","1.35620810160862,103.94736027757828",1.35620810160862,103.94736027757828,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
T24,40682.5014,37392.3908,"40682.5014, 37392.3908","1.354428926956474,103.94727897865947",1.354428926956474,103.94727897865947,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
T25,40663.4797,37197.2727,"40663.4797, 37197.2727","1.35266436821701,103.9471079744868",1.35266436821701,103.9471079744868,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
T26,40884.9727,37147.543,"40884.9727, 37147.543","1.3522145388339506,103.94909820553609",1.3522145388339506,103.94909820553609,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T27,40784.043,37234.2773,"40784.043, 37234.2773","1.352998971040798,103.94819132647383",1.352998971040798,103.94819132647383,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T28,40918.3711,37369.6133,"40918.3711, 37369.6133","1.3542228355469483,103.94939840632415",1.3542228355469483,103.94939840632415,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T29,41092.9461,37347.4683,"41092.9461, 37347.4683","1.3540224893248274,103.95096706250412",1.3540224893248274,103.95096706250412,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T3,40700.7059,36530.5002,"40700.7059, 36530.5002","1.3466343395432407,103.94744219400852",1.3466343395432407,103.94744219400852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T30,40920.2995,37019.6152,"40920.2995, 37019.6152","1.3510575979210937,103.94941558379828",1.3510575979210937,103.94941558379828,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T31,40760.3906,37026.1929,"40760.3906, 37026.1929","1.3511171525545989,103.94797870664237",1.3511171525545989,103.94797870664237,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T32,41035.0411,36785.1588,"41035.0411, 36785.1588","1.34893722230077,103.950446506239",1.34893722230077,103.950446506239,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T33,41243.9538,36627.3316,"41243.9538, 36627.3316","1.347509807409541,103.9523236444007",1.347509807409541,103.9523236444007,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T34,41284.2492,36781.636,"41284.2492, 36781.636","1.3489052540863706,103.95268579076688",1.3489052540863706,103.95268579076688,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
T35,41456.957,36778.5156,"41456.957, 36778.5156","1.3488769574049397,103.9542376736854",1.3488769574049397,103.9542376736854,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
T37,39523.5039,36609.7734,"39523.5039, 36609.7734","1.347351728816086,103.93686435606371",1.347351728816086,103.93686435606371,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T38,39932.1232,36937.4179,"39932.1232, 36937.4179","1.350314650174278,103.9405361774697",1.350314650174278,103.9405361774697,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T39,39926.9824,36424.8207,"39926.9824, 36424.8207","1.3456789354178034,103.94048978156796",1.3456789354178034,103.94048978156796,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
T4,40964.6909,36395.5354,"40964.6909, 36395.5354","1.3454136612517837,103.94981419961341",1.3454136612517837,103.94981419961341,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T40,40129.3633,35824.8047,"40129.3633, 35824.8047","1.3402525582187357,103.94230805471824",1.3402525582187357,103.94230805471824,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T41,39350.702,36706.421,"39350.702, 36706.421","1.3482258357350705,103.93531166262541",1.3482258357350705,103.93531166262541,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T42,39062.7271,36823.2135,"39062.7271, 36823.2135","1.3492821666741988,103.93272407538812",1.3492821666741988,103.93272407538812,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
T43,39241.8985,37029.2046,"39241.8985, 37029.2046","1.351144998488462,103.93433411728086",1.351144998488462,103.93433411728086,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
T44,39357.5533,36980.6496,"39357.5533, 36980.6496","1.350705843414515,103.93537332908025",1.350705843414515,103.93537332908025,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
T45,39338.9023,37240.9629,"39338.9023, 37240.9629","1.3530600165001403,103.93520583642753",1.3530600165001403,103.93520583642753,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T46,39486.3058,37178.0754,"39486.3058, 37178.0754","1.352491231610386,103.93653032527658",1.352491231610386,103.93653032527658,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
T47,39527.3164,37445.0986,"39527.3164, 37445.0986","1.3549060632257794,103.9368989335961",1.3549060632257794,103.9368989335961,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T47A,39328.7136,37444.6416,"39328.7136, 37444.6416","1.3549020064109283,103.93511436138922",1.3549020064109283,103.93511436138922,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
T48,39076.7194,37331.671,"39076.7194, 37331.671","1.353880441552829,103.93284999197262",1.353880441552829,103.93284999197262,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
T49,38918.6987,37122.0189,"38918.6987, 37122.0189","1.3519844925446023,103.93143000010167",1.3519844925446023,103.93143000010167,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
T49A,39139.9893,37058.3736,"39139.9893, 37058.3736","1.3514088290325488,103.93341841067411",1.3514088290325488,103.93341841067411,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.8,N
T50,38870.9497,36981.7596,"38870.9496999999, 36981.7596","1.350716062580957,103.93100089485773",1.350716062580957,103.93100089485773,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
T51,38948.9356,36763.5017,"38948.9356, 36763.5017","1.3487421995564195,103.93170156718496",1.3487421995564195,103.93170156718496,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
T54,40286.9005,37300.6184,"40286.9005, 37300.6184","1.3535991410599002,103.9437242181018",1.3535991410599002,103.9437242181018,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,4.5,N
T55,40456.9061,37597.9862,"40456.9061, 37597.9862","1.3562883412567694,103.94525194834398",1.3562883412567694,103.94525194834398,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
T56,39079.6727,36911.3845,"39079.6727, 36911.3845","1.350079542602544,103.93287637443031",1.350079542602544,103.93287637443031,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
T57,39101.1472,36984.4555,"39101.1472, 36984.4555","1.3507403586522269,103.93306936299592",1.3507403586522269,103.93306936299592,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
T58,38884.7143,37492.6034,"38884.7143, 37492.6034","1.3553359185262401,103.93112476331275",1.3553359185262401,103.93112476331275,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
T7,40518.5548,36401.0077,"40518.5548, 36401.0077","1.3454633397358813,103.94580540338077",1.3454633397358813,103.94580540338077,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T7A,40498.7308,36344.861,"40498.7308, 36344.861","1.3449555805650313,103.9456272497075",1.3449555805650313,103.9456272497075,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
T72,40496.7609,37796.9601,"40496.7609, 37796.9601","1.3580877616737368,103.94561015205701",1.3580877616737368,103.94561015205701,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T73,40642.7732,37796.0139,"40642.7732, 37796.0139","1.3580791429481938,103.9469221659857",1.3580791429481938,103.9469221659857,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T74,40786.4727,37942.9375,"40786.4727, 37942.9375","1.359407797267447,103.94821346102444",1.359407797267447,103.94821346102444,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T75,41035.8679,37933.5266,"41035.8679, 37933.5266","1.35932258069052,103.9504544340067",1.35932258069052,103.9504544340067,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
T76,41168.0391,38026.2765,"41168.0391, 38026.2765","1.3601613137157247,103.95164211839722",1.3601613137157247,103.95164211839722,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,3.8,N
T77,41294.1032,38193.2412,"41294.1032, 38193.2412","1.3616712163676128,103.9527749603389",1.3616712163676128,103.9527749603389,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N
T78,41120.082,37750.8945,"41120.082, 37750.8945","1.3576708953109895,103.95121107202068",1.3576708953109895,103.95121107202068,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
T79,41482.7031,37721.6602,"41482.7031, 37721.6602","1.3574063504899643,103.95446944110792",1.3574063504899643,103.95446944110792,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
T8,40338.7812,36505.4414,"40338.7812, 36505.4414","1.346407869170582,103.94419007299955",1.346407869170582,103.94419007299955,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T80,41494.2122,37985.4918,"41494.2122, 37985.4918","1.3597923276243573,103.95457297664544",1.3597923276243573,103.95457297664544,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
T81,41871.9858,38044.2348,"41871.9858, 38044.2348","1.3603234006497185,103.95796754356432",1.3603234006497185,103.95796754356432,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
T9,40278.3039,36660.4761,"40278.3039, 36660.4761","1.3478099634629481,103.9436467112113",1.3478099634629481,103.9436467112113,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
UAM1,33107.6324,35187.5516,"33107.6324, 35187.5516","1.3344915034598879,103.87921358137187",1.3344915034598879,103.87921358137187,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
UA2,33109.332,35098.3344,"33109.332, 35098.3344","1.3336846585100606,103.87922883829724",1.3336846585100606,103.87922883829724,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
UA3,33265.027,35204.8735,"33265.027, 35204.8735","1.3346481288350596,103.88062786466926",1.3346481288350596,103.88062786466926,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
UA4,33075.3159,35275.3778,"33075.3159, 35275.3778","1.335285773906855,103.87892321380144",1.335285773906855,103.87892321380144,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
UA5,33326.6984,35410.4255,"33326.6984, 35410.4255","1.3365070480259247,103.8811820533727",1.3365070480259247,103.8811820533727,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,5.4,N
UA6,33101.2667,35157.3013,"33101.2667, 35157.3013","1.3342179329223662,103.87915637686167",1.3342179329223662,103.87915637686167,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
UBA4,34994.9175,35328.5373,"34994.9175, 35328.5373","1.3357661442282636,103.89617194532676",1.3357661442282636,103.89617194532676,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
UBKM,32179.7655,33010.5845,"32179.7655, 33010.5845","1.3148040226194813,103.87087587090149",1.3148040226194813,103.87087587090149,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
UBK2,32237.8125,33097.6016,"32237.8125, 33097.6016","1.3155909627105695,103.87139746418883",1.3155909627105695,103.87139746418883,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
UBK4,32537.2679,33063.4121,"32537.2679, 33063.4121","1.3152817237156402,103.87408821669939",1.3152817237156402,103.87408821669939,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.25,N
UBK5,32522.9258,33422.543,"32522.9258, 33422.543","1.31852956268894,103.87395939831424",1.31852956268894,103.87395939831424,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.25,N
UBM1,32374.0247,32770.798,"32374.0247, 32770.798","1.3126354618743197,103.87262135321326",1.3126354618743197,103.87262135321326,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
UBM2,32125.5883,32822.4057,"32125.5883, 32822.4057","1.313102215688317,103.87038903654859",1.313102215688317,103.87038903654859,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
UCS,28950.0781,29897.9961,"28950.0781, 29897.9961","1.2866552714852204,103.84185541407273",1.2866552714852204,103.84185541407273,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U1,18391.6404,36723.769,"18391.6404, 36723.769","1.3483833321291918,103.74698150173674",1.3483833321291918,103.74698150173674,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U10,18029.1321,36437.8173,"18029.1321, 36437.8173","1.3457971835199256,103.74372423666426",1.3457971835199256,103.74372423666426,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U11,17982.2826,36616.6603,"17982.2826, 36616.6603","1.3474145508079514,103.74330320627864",1.3474145508079514,103.74330320627864,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
U12,18668.6078,36565.8437,"18668.6078, 36565.8437","1.3469552076882636,103.74947027283892",1.3469552076882636,103.74947027283892,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N
U13,19086.17,36658.92,"19086.17, 36658.92","1.3477970788813831,103.75322229636484",1.3477970788813831,103.75322229636484,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U14,19276.68,36568.93,"19276.68, 36568.93","1.3469833019737705,103.75493417162045",1.3469833019737705,103.75493417162045,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.15,N
U15,19332.565,36778.361,"19332.565, 36778.361","1.3488773269885646,103.75543627229555",1.3488773269885646,103.75543627229555,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
U16,19291.0823,36949.9677,"19291.0823, 36949.9677","1.35042925613773,103.7550634749944",1.35042925613773,103.7550634749944,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
U17,19484.9573,36912.4024,"19484.9573, 36912.4024","1.3500895866533946,103.75680557339625",1.3500895866533946,103.75680557339625,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
U18,19699.5049,37022.2461,"19699.5049, 37022.2461","1.351083028760897,103.75873338690242",1.351083028760897,103.75873338690242,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U19,19653.7625,36736.2392,"19653.7625, 36736.2392","1.3484964857761454,103.7583224420334",1.3484964857761454,103.7583224420334,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,4.5,N
U2,18316.8368,36887.7302,"18316.8368, 36887.7302","1.3498661061140114,103.7463092927752",1.3498661061140114,103.7463092927752,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
U20,19895.4902,36584.6445,"19895.4902, 36584.6445","1.3471255911634836,103.76049455535501",1.3471255911634836,103.76049455535501,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
U21,18569.9729,37715.1464,"18569.9729, 37715.1464","1.3573490010143252,103.74858361769981",1.3573490010143252,103.74858361769981,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
U22,18339.7245,38092.0958,"18339.7245, 38092.0958","1.3607579031900023,103.74651456507897",1.3607579031900023,103.74651456507897,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U23,18234.0951,38341.652,"18234.0951, 38341.652","1.3630147526054053,103.74556533362255",1.3630147526054053,103.74556533362255,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,0,N
U24,18465.58,38439.7002,"18465.58, 38439.7002","1.363901535750061,103.74764534871439",1.363901535750061,103.74764534871439,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,4.5,N
U24T,18441.4863,38506.9696,"18441.4863, 38506.9696","1.3645098848816033,103.74742882906601",1.3645098848816033,103.74742882906601,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,9.99,N
U25,18728.7311,38350.9289,"18728.7311, 38350.9289","1.3630988079651312,103.75000996572236",1.3630988079651312,103.75000996572236,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U26,18742.24,38064.66,"18742.24, 38064.66","1.3605099132890073,103.75013144100089",1.3605099132890073,103.75013144100089,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U27,18846.1378,37962.5676,"18846.1378, 37962.5676","1.359586663540132,103.75106506252801",1.359586663540132,103.75106506252801,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
U28,18790.052,37772.6738,"18790.052, 37772.6738","1.3578693242492685,103.75056115326068",1.3578693242492685,103.75056115326068,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
U29,18649.5445,37851.9011,"18649.5445, 37851.9011","1.358585779734074,103.74929857733865",1.358585779734074,103.74929857733865,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3,1.9,N
U3,18098.9773,37055.7538,"18098.9773, 37055.7538","1.351385571481188,103.7443516350176",1.351385571481188,103.7443516350176,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U30,19027.5388,37666.3629,"19027.5388, 37666.3629","1.3569079644123065,103.752695158389",1.3569079644123065,103.752695158389,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U31,18847.0784,37666.2614,"18847.0783999999, 37666.2614","1.3569069915494394,103.7510736050448",1.3569069915494394,103.7510736050448,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U32,19018.5011,37355.1895,"19018.5011, 37355.1895","1.3540938363480703,103.75261404199341",1.3540938363480703,103.75261404199341,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
U33,18873.0414,37452.2798,"18873.0414, 37452.2798","1.3549718372582846,103.75130696452031",1.3549718372582846,103.75130696452031,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U34,19139.7066,37093.5044,"19139.7066, 37093.5044","1.351727299146409,103.75370322771556",1.351727299146409,103.75370322771556,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U36,18937.3455,36228.7505,"18937.3455, 36228.7505","1.3439067564659521,103.75188514602655",1.3439067564659521,103.75188514602655,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U38,18124.0483,36539.8249,"18124.0483, 36539.8249","1.3467197299156297,103.7445770826842",1.3467197299156297,103.7445770826842,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
U39,18837.6188,36875.2113,"18837.6188, 36875.2113","1.3497530542728575,103.75098884569476",1.3497530542728575,103.75098884569476,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,1.9,N
U4,17973.0318,36974.1108,"17973.0318, 36974.1108","1.3506471836530025,103.74321996327217",1.3506471836530025,103.74321996327217,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,0,N
