car_park_no,x_coord,y_coord,xy_coord,LatLng,Latitude,Longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
HG78,33558.5205,39862.4297,"33558.5205, 39862.4297","1.3767691412766694,103.88326593426243",1.3767691412766694,103.88326593426243,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
HG79,33249.7444,39781.9719,"33249.7444, 39781.9719","1.3760415702378859,103.88049134244902",1.3760415702378859,103.88049134244902,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.15,N
HG80,33091.2937,39576.5271,"33091.2937, 39576.5271","1.3741836381821877,103.87906751285384",1.3741836381821877,103.87906751285384,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG81,35344.4023,38110.0508,"35344.4023, 38110.0508","1.360920945071075,103.89931294361949",1.360920945071075,103.89931294361949,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG82,35706.5,38048.3008,"35706.5, 38048.3008","1.3603624113572144,103.90256661605567",1.3603624113572144,103.90256661605567,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG83,35650.3728,37831.2487,"35650.3728, 37831.2487","1.3583994947067095,103.90206222051003",1.3583994947067095,103.90206222051003,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG84,35239,37964.8945,"35239, 37964.8945","1.3596082361609976,103.89836579875607",1.3596082361609976,103.89836579875607,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG85,35362.1016,38036.1953,"35362.1016, 38036.1953","1.3602530214717847,103.89947196540203",1.3602530214717847,103.89947196540203,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG86,33253.8313,39628.6415,"33253.8313, 39628.6415","1.3746549112125743,103.88052803896397",1.3746549112125743,103.88052803896397,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG87,32957.2644,39767.9074,"32957.2644, 39767.9074","1.3759144273921218,103.87786319555836",1.3759144273921218,103.87786319555836,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG88,34150.9965,39781.4108,"34150.9965, 39781.4108","1.376036320946087,103.88858974423225",1.376036320946087,103.88858974423225,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG89,34756.316,39980.4127,"34756.316, 39980.4127","1.3778358804190896,103.89402902259738",1.3778358804190896,103.89402902259738,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG9,33698.1131,37886.9986,"33698.1131, 37886.9986","1.3589041123500536,103.88451989657567",1.3589041123500536,103.88451989657567,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
HG9T,33778.1037,37858.0136,"33778.1037, 37858.0136","1.3586419682490702,103.88523865926965",1.3586419682490702,103.88523865926965,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
HG90,32955.07,39984.6887,"32955.07, 39984.6887","1.3778749104532084,103.87784351364832",1.3778749104532084,103.87784351364832,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG91,33219.5565,39999.7403,"33219.5565, 39999.7403","1.3780109851759537,103.8802201207999",1.3780109851759537,103.8802201207999,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG92,34315.7845,38258.1777,"34315.7845, 38258.1777","1.3622607815618453,103.8900701596157",1.3622607815618453,103.8900701596157,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG93,33208.1321,40216.5463,"33208.1321, 40216.5463","1.3799716931776225,103.88011750249485",1.3799716931776225,103.88011750249485,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
HG94,33267.1427,40391.5643,"33267.1427, 40391.5643","1.381554474750492,103.88064778760877",1.381554474750492,103.88064778760877,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
HG95,34319.1474,37341.5832,"34319.1474, 37341.5832","1.3539714699520535,103.89010018412218",1.3539714699520535,103.89010018412218,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
HG96,34282.3014,37198.2092,"34282.3013999999, 37198.2092","1.3526748610540482,103.88976906924307",1.3526748610540482,103.88976906924307,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
HG97,34837.3954,39248.3805,"34837.3954, 39248.3805","1.3712156591880333,103.89475741090892",1.3712156591880333,103.89475741090892,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
HG98,32938.9335,40216.0826,"32938.9335, 40216.0826","1.3799675462980088,103.87769855414413",1.3799675462980088,103.87769855414413,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
HG99,34202.0544,36839.2199,"34202.0544, 36839.2199","1.3494283231631428,103.88904792497023",1.3494283231631428,103.88904792497023,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
HLM,29354.6692,29687.508,"29354.6692, 29687.508","1.2847516851842955,103.84549081917393",1.2847516851842955,103.84549081917393,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,1.9,N
HRM,26668.6582,29993.0383,"26668.6582, 29993.0383","1.287514781730422,103.82135593250402",1.287514781730422,103.82135593250402,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
HR1,35147.8437,32640.4844,"35147.8437, 32640.4844","1.311456438934466,103.89754544954145",1.311456438934466,103.89754544954145,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HR2,35090.332,32769.8359,"35090.332, 32769.8359","1.3126262552958974,103.89702870859932",1.3126262552958974,103.89702870859932,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HR3,35018.9851,32918.853,"35018.9851, 32918.853","1.3139739225194704,103.89638765555497",1.3139739225194704,103.89638765555497,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HR4,34975.9951,32997.6117,"34975.9951, 32997.6117","1.3146861943891004,103.89600138690703",1.3146861943891004,103.89600138690703,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HR5,34875.6086,32812.5333,"34875.6086, 32812.5333","1.3130124421680944,103.89509932320497",1.3130124421680944,103.89509932320497,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HVM,27376.7446,30252.7338,"27376.7446, 30252.7338","1.2898633876259156,103.82771837121933",1.2898633876259156,103.82771837121933,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
H11,27390.4513,29983.9052,"27390.4513, 29983.9052","1.2874322079307232,103.82784153680579",1.2874322079307232,103.82784153680579,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
H12,27342.3203,30487.627,"27342.3203, 30487.627","1.2919876684558302,103.82740904970198",1.2919876684558302,103.82740904970198,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
H14,27905.0274,30102.5966,"27905.0274, 30102.5966","1.288505612012907,103.83246521157076",1.288505612012907,103.83246521157076,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
H15,27733.5273,30287.791,"27733.5273, 30287.791","1.290180436217265,103.83092421133804",1.290180436217265,103.83092421133804,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
H17,27392.1841,30064.5769,"27392.1841, 30064.5769","1.2881617710471966,103.82785710516004",1.2881617710471966,103.82785710516004,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2,N
H18,27294.4381,30155.4567,"27294.4381, 30155.4567","1.2889836501079504,103.82697881539107",1.2889836501079504,103.82697881539107,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
H3,27910.6083,30378.7005,"27910.6083, 30378.7005","1.2910025869322137,103.83251535744643",1.2910025869322137,103.83251535744643,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N
H3BL,33444.3288,40713.4165,"33444.3288, 40713.4165","1.3844651435315996,103.88223999617838",1.3844651435315996,103.88223999617838,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
H3DL,33209.3106,40779.9579,"33209.3106, 40779.9579","1.385066959957826,103.88012819194844",1.385066959957826,103.88012819194844,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
H4,27560.7129,30056.3984,"27560.7129, 30056.3984","1.288087810736317,103.82937140537727",1.288087810736317,103.82937140537727,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
H42A,33437.4888,39407.7276,"33437.4888, 39407.7276","1.3726570216279874,103.88217829298254",1.3726570216279874,103.88217829298254,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
H6,27517.5526,30418.6159,"27517.5526, 30418.6159","1.2913635624686715,103.82898358690257",1.2913635624686715,103.82898358690257,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
H6M,27399.5432,30402.6587,"27399.5432, 30402.6587","1.2912192497919488,103.82792322322321",1.2912192497919488,103.82792322322321,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
H8,27733.2963,30015.8248,"27733.2963, 30015.8248","1.2877208810278373,103.8309221380204",1.2877208810278373,103.8309221380204,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
H87L,33038.8293,40052.7361,"33038.8293, 40052.7361","1.3784902894255797,103.87859616379674",1.3784902894255797,103.87859616379674,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,0,N
H93L,33274.8825,40196.8778,"33274.8825, 40196.8778","1.3797938072569713,103.8807173006136",1.3797938072569713,103.8807173006136,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
JBM,27317.7804,29079.9207,"27317.7804, 29079.9207","1.279256926365644,103.82718857878416",1.279256926365644,103.82718857878416,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N
JBM2,27105.3295,29188.4439,"27105.3295, 29188.4439","1.280238362187165,103.82527962422377",1.280238362187165,103.82527962422377,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
JB1,33505.3407,31638.549,"33505.3407, 31638.549","1.3023956717376806,103.88278658404121",1.3023956717376806,103.88278658404121,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
JB2,33528.7279,31552.9403,"33528.7279, 31552.9403","1.3016214565894688,103.88299671352937",1.3016214565894688,103.88299671352937,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
JB3,33672.4849,31431.027,"33672.4849, 31431.027","1.3005188953374571,103.8842884130872",1.3005188953374571,103.8842884130872,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
JB4,33547.8789,31758.125,"33547.8789, 31758.125","1.303477061874802,103.88316883038244",1.303477061874802,103.88316883038244,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
JCM,35293.685,33059.6021,"35293.685, 33059.6021","1.3152467369230576,103.89885600306815",1.3152467369230576,103.89885600306815,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,1.9,N
JCML,35269.0428,33048.779,"35269.0428, 33048.779","1.3151488629940227,103.8986345780741",1.3151488629940227,103.8986345780741,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
JKM,28629.3066,29963.8422,"28629.3066, 29963.8422","1.2872507657346355,103.83897315413947",1.2872507657346355,103.83897315413947,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3,1.98,N
JKS,28703.5642,30064.2195,"28703.5642, 30064.2195","1.2881585369293216,103.83964039099868",1.2881585369293216,103.83964039099868,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
JMB1,27298.7467,29375.368,"27298.7467, 29375.368","1.2819288351159326,103.82701754726759",1.2819288351159326,103.82701754726759,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
JMB2,27274.0467,29729.2354,"27274.0467, 29729.2354","1.2851290720536268,103.82679560009065",1.2851290720536268,103.82679560009065,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
JMB3,27140.8217,29448.5025,"27140.8217, 29448.5025","1.2825902308383197,103.825598528099",1.2825902308383197,103.825598528099,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JMS,28610.6237,30051.6694,"28610.6237, 30051.6694","1.2880450407102622,103.83880528240546",1.2880450407102622,103.83880528240546,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
JM1,15461.2578,36356.8719,"15461.2578, 36356.8719","1.3450641841099635,103.72065037707372",1.3450641841099635,103.72065037707372,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
JM10,12861.1777,35680.0784,"12861.1777, 35680.0783999999","1.3389423521786652,103.69728745935748",1.3389423521786652,103.69728745935748,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM11,13624.8076,35994.9675,"13624.8076, 35994.9675","1.3417904502106717,103.70414895671082",1.3417904502106717,103.70414895671082,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
JM12,12989.0554,35920.273,"12989.0554, 35920.273","1.3411146344744422,103.69843639385533",1.3411146344744422,103.69843639385533,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM13,13134.6714,35737.8133,"13134.6714, 35737.8133","1.3394646182257608,103.69974492645757",1.3394646182257608,103.69974492645757,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,19,2.15,N
JM14,13026.1447,36061.7744,"13026.1447, 36061.7744","1.3423943317650946,103.69876959253622",1.3423943317650946,103.69876959253622,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM15,13172.241,35894.5938,"13172.241, 35894.5938","1.3408824933655037,103.70008243399738",1.3408824933655037,103.70008243399738,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM16,13399.316,35488.4096,"13399.316, 35488.4096","1.3372092455294926,103.70212302827002",1.3372092455294926,103.70212302827002,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM17,13617.7777,35278.113,"13617.7777, 35278.113","1.3353075162994716,103.70408612842834",1.3353075162994716,103.70408612842834,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM18,13110.6908,36127.6675,"13110.6908, 36127.6675","1.3429902830638984,103.69952925568191",1.3429902830638984,103.69952925568191,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM19,13477.0963,37120.2881,"13477.0963, 37120.2881","1.3519673042525957,103.70282114405262",1.3519673042525957,103.70282114405262,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JM2,13715.4817,36231.4554,"13715.4817, 36231.4554","1.3439291904567952,103.7049636042804",1.3439291904567952,103.7049636042804,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
JM20,13269.4787,35285.1266,"13269.4787, 35285.1266","1.3353707767545215,103.70095646588703",1.3353707767545215,103.70095646588703,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
JM21,12848.9764,35472.8488,"12848.9764, 35472.8488","1.337068249241006,103.69717792711592",1.337068249241006,103.69717792711592,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM22,13451.5242,36321.3672,"13451.5242, 36321.3672","1.3447421882702995,103.70259174849573",1.3447421882702995,103.70259174849573,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM23,13584.64,37295.9859,"13584.64, 37295.9859","1.3535562931215483,103.70378740598308",1.3535562931215483,103.70378740598308,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM24,12947.1123,35275.2364,"12947.1123, 35275.2364","1.335281175276091,103.69805983066193",1.335281175276091,103.69805983066193,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM25,13232.9976,36272.1883,"13232.9976, 36272.1883","1.3442973284430353,103.70062818270915",1.3442973284430353,103.70062818270915,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM26,13511.8473,36412.4785,"13511.8473, 36412.4785","1.3455661896194528,103.70313374332034",1.3455661896194528,103.70313374332034,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
JM27,13673.3012,36493.4353,"13673.3012, 36493.4353","1.346298406315291,103.70458446362649",1.346298406315291,103.70458446362649,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
JM28,12683.1316,35279.6451,"12683.1316, 35279.6451","1.3353209131943677,103.69568781642941",1.3353209131943677,103.69568781642941,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.1,N
JM29,12551.4555,35465.1802,"12551.4555, 35465.1802","1.336998747011642,103.69450454000697",1.336998747011642,103.69450454000697,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.1,N
JM3,13838.2635,36303.7106,"13838.2635, 36303.7106","1.3445826942098096,103.7060668368158",1.3445826942098096,103.7060668368158,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM30,13595.4624,36957.2314,"13595.4624, 36957.2314","1.3504927455094766,103.7038848142259",1.3504927455094766,103.7038848142259,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
JM31,12891.4529,36020.4242,"12891.4529, 36020.4242","1.342020310738744,103.69755932958311",1.342020310738744,103.69755932958311,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
JM32,14062.3852,35973.1774,"14062.3852, 35973.1774","1.3415935954404932,103.70808085436411",1.3415935954404932,103.70808085436411,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N
JM4,13598.5325,36287.4517,"13598.5325, 36287.4517","1.344435541607965,103.70391272062274",1.344435541607965,103.70391272062274,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JM5,13512.8021,35739.3606,"13512.8021, 35739.3606","1.3394787953656628,103.70314264476018",1.3394787953656628,103.70314264476018,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JM6,13359.4862,35709.3734,"13359.4862, 35709.3734","1.3392075297321728,103.70176502874457",1.3392075297321728,103.70176502874457,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JM7,13497.6635,36071.1758,"13497.6635, 36071.1758","1.342479584992189,103.70300645712112",1.342479584992189,103.70300645712112,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.1,N
JM8,13330.2931,35944.9436,"13330.2931, 35944.9436","1.341337913095144,103.70150259827335",1.341337913095144,103.70150259827335,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.1,N
JM9,12808.9157,35648.0735,"12808.9157, 35648.0735","1.3386528871433956,103.69681787180672",1.3386528871433956,103.69681787180672,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JRM,31175.747,32165.4237,"31175.747, 32165.4237","1.3071608436448263,103.86185417492213",1.3071608436448263,103.86185417492213,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JRTM,25441.3095,30196.268,"25441.3095, 30196.268","1.2893526348072064,103.81032768991882",1.2893526348072064,103.81032768991882,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JSA1,15969.0318,36726.9783,"15969.0318, 36726.9783","1.3484114807605998,103.72521288130157",1.3484114807605998,103.72521288130157,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
JS3L,13078.9223,36081.6418,"13078.9223, 36081.6418","1.342574030347577,103.69924381996765",1.342574030347577,103.69924381996765,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N
JS4L,15568.9516,35541.8105,"15568.9516, 35541.8105","1.3376931518286006,103.72161840421167",1.3376931518286006,103.72161840421167,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
J1,17402.9823,35401.3306,"17402.9823, 35401.3306","1.3364234084929183,103.7380982653869",1.3364234084929183,103.7380982653869,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,5.4,N
J10,17625.0718,36019.1003,"17625.0718, 36019.1003","1.342010341674406,103.74009365467036",1.342010341674406,103.74009365467036,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
J11,17607.7146,36118.9485,"17607.7146, 36118.9485","1.342913321882744,103.73993765574086",1.342913321882744,103.73993765574086,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
J12,17421.1122,36167.969,"17421.1122, 36167.969","1.3433565781211712,103.738260905556",1.3433565781211712,103.738260905556,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
J13,17271.9009,36187.6309,"17271.9009, 36187.6309","1.343534339405214,103.73692014652356",1.343534339405214,103.73692014652356,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
J14,17512.2512,36248.7864,"17512.2512, 36248.7864","1.3440874894617552,103.73907981555872",1.3440874894617552,103.73907981555872,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J15,17772.459,36243.0234,"17772.459, 36243.0234","1.3440354609277771,103.74141793985473",1.3440354609277771,103.74141793985473,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
